Customer ID,Recency,Frequency,Monetary,Cluster,ClusterLabel
12428.0,25,8,847.2500427592106,2,New Customers
12429.0,8,8,512.2671341803865,4,Regular Customers
12430.0,42,1,29.687527098543576,2,New Customers
12431.0,35,25,1165.8438889442825,4,Regular Customers
12432.0,42,4,359.4003494478322,0,At-Risk Customers
12433.0,0,10,1770.492050205705,4,Regular Customers
12434.0,84,3,191.37917614804076,4,Regular Customers
12435.0,79,6,482.01069008868,0,At-Risk Customers
12436.0,99,1,48.91984133785202,2,New Customers
12437.0,1,38,1566.4288005591488,4,Regular Customers
12438.0,13,2,292.6988808192139,2,New Customers
12439.0,682,2,198.9614537818501,4,Regular Customers
12440.0,461,2,93.91344381015702,4,Regular Customers
12441.0,366,1,27.77472926341283,4,Regular Customers
12442.0,2,1,27.98720539520265,2,New Customers
12443.0,731,1,57.34718426260015,4,Regular Customers
12444.0,20,5,531.3697392008515,0,At-Risk Customers
12445.0,21,2,64.09228831813633,4,Regular Customers
12446.0,57,1,163.4893713227188,2,New Customers
12447.0,242,1,71.7092653052262,2,New Customers
12448.0,43,1,57.30173732182885,2,New Customers
12449.0,21,5,579.443869297661,0,At-Risk Customers
12450.0,155,5,106.65361785820777,4,Regular Customers
12451.0,10,8,1561.8773589823209,4,Regular Customers
12452.0,16,1,56.63634256616275,2,New Customers
12453.0,133,1,121.24844994178932,2,New Customers
12454.0,55,4,229.80364957700277,0,At-Risk Customers
12455.0,72,9,664.2053160883053,4,Regular Customers
12456.0,43,3,355.472172927434,2,New Customers
12457.0,65,7,255.9512404319163,4,Regular Customers
12458.0,70,4,229.85289632056435,4,Regular Customers
12459.0,604,1,64.06077255461311,4,Regular Customers
12460.0,455,1,49.11386259381652,4,Regular Customers
12461.0,154,1,95.51497143979037,2,New Customers
12462.0,18,2,167.40921777209488,2,New Customers
12463.0,52,4,214.66309308600896,2,New Customers
12464.0,9,8,78.93525012000727,0,At-Risk Customers
12465.0,16,2,122.86973530551131,2,New Customers
12466.0,681,1,4.055776969072842,4,Regular Customers
12467.0,422,1,24.48083506032346,4,Regular Customers
12468.0,187,5,425.72836348109035,4,Regular Customers
12469.0,522,2,240.04081307007078,0,At-Risk Customers
12470.0,689,1,50.59011877857242,1,Lost Customers
12471.0,1,72,3459.240380885168,4,Regular Customers
12472.0,31,19,2319.2601187923174,1,Lost Customers
12473.0,53,3,440.19972174983985,2,New Customers
12474.0,16,29,1885.7188327734864,4,Regular Customers
12475.0,53,2,168.90342663923096,4,Regular Customers
12476.0,15,18,1544.7577223176907,4,Regular Customers
12477.0,22,9,1858.5760016151219,4,Regular Customers
12478.0,3,1,95.74771033292885,2,New Customers
12479.0,10,1,82.58340523053198,2,New Customers
12480.0,27,7,677.7647283793973,4,Regular Customers
12481.0,22,14,1181.184942713377,4,Regular Customers
12482.0,575,27,919.2846442246849,0,At-Risk Customers
12483.0,16,19,406.3981717461079,4,Regular Customers
12484.0,34,9,1085.733688968351,1,Lost Customers
12485.0,528,1,98.92375368822518,4,Regular Customers
12486.0,431,1,140.58227629035588,4,Regular Customers
12487.0,730,1,9.696432632321498,0,At-Risk Customers
12488.0,9,3,163.0498488508931,2,New Customers
12489.0,335,1,42.556709602738884,4,Regular Customers
12490.0,4,20,1284.6685225547512,4,Regular Customers
12491.0,38,1,69.98033193171325,2,New Customers
12492.0,62,3,105.94726965370572,4,Regular Customers
12493.0,165,2,59.4350764356046,2,New Customers
12494.0,15,9,274.74958371481165,4,Regular Customers
12495.0,640,1,46.25375502797762,4,Regular Customers
12496.0,619,2,15.263324387239134,4,Regular Customers
12497.0,81,3,244.8775153328833,4,Regular Customers
12498.0,20,3,59.21692715721429,2,New Customers
12499.0,559,1,68.04450233447983,4,Regular Customers
12500.0,22,18,381.0112224411839,4,Regular Customers
12501.0,336,1,389.620595433328,2,New Customers
12502.0,95,5,418.3708838336328,4,Regular Customers
12503.0,583,1,6.799055862058796,0,At-Risk Customers
12504.0,17,4,57.93058304871145,4,Regular Customers
12505.0,408,1,120.69364341034087,4,Regular Customers
12506.0,232,1,30.442625622613747,2,New Customers
12507.0,133,4,147.397790208804,4,Regular Customers
12508.0,25,2,117.73188664425244,2,New Customers
12509.0,283,1,18.153170129871526,0,At-Risk Customers
12510.0,142,7,402.7955887505016,4,Regular Customers
12511.0,428,1,528.5727502167706,4,Regular Customers
12512.0,65,2,47.07750035452939,2,New Customers
12513.0,112,1,94.09109104002698,2,New Customers
12514.0,266,2,240.52408672193215,4,Regular Customers
12515.0,352,1,44.135683510101806,4,Regular Customers
12516.0,77,4,231.95761236543962,4,Regular Customers
12517.0,27,4,563.8339708583574,1,Lost Customers
12518.0,0,5,323.7272162667719,2,New Customers
12519.0,63,2,105.02010610171024,4,Regular Customers
12520.0,78,5,400.56327203966686,2,New Customers
12521.0,142,1,99.49508445700302,2,New Customers
12522.0,38,2,27.541789673756874,2,New Customers
12523.0,18,23,672.6924247602889,4,Regular Customers
12524.0,8,17,751.3796130270098,4,Regular Customers
12525.0,497,3,161.38559867536986,4,Regular Customers
12526.0,0,3,194.8017842684371,2,New Customers
12527.0,81,5,91.9085343449872,0,At-Risk Customers
12528.0,8,6,250.91342120256706,2,New Customers
12529.0,527,1,57.67569445428967,4,Regular Customers
12530.0,59,9,443.34266511655863,4,Regular Customers
12531.0,14,2,329.1387622943125,4,Regular Customers
12532.0,29,1,45.19249699718021,2,New Customers
12533.0,627,2,198.33634522875496,4,Regular Customers
12534.0,130,1,171.4866563269137,2,New Customers
12535.0,91,2,102.89826612045132,0,At-Risk Customers
12536.0,58,1,722.3234464980461,2,New Customers
12537.0,408,1,113.52032558848468,4,Regular Customers
12538.0,28,2,98.41146833660217,4,Regular Customers
12539.0,21,7,1503.7263275521054,4,Regular Customers
12540.0,19,32,2270.8514766525223,4,Regular Customers
12541.0,29,3,137.7136905439621,2,New Customers
12542.0,483,2,97.18439909376066,4,Regular Customers
12543.0,447,1,123.17413036948409,4,Regular Customers
12544.0,35,1,51.96964558043364,2,New Customers
12545.0,74,2,137.4884450042979,2,New Customers
12546.0,46,2,184.63970958815221,2,New Customers
12547.0,197,3,50.41143007221745,4,Regular Customers
12548.0,165,1,11.5096407160846,2,New Customers
12549.0,575,5,155.63709058099775,4,Regular Customers
12550.0,78,1,149.1092308764668,2,New Customers
12551.0,357,1,28.6345952489139,4,Regular Customers
12552.0,39,1,53.770563669988356,2,New Customers
12553.0,7,12,649.700354721601,4,Regular Customers
12554.0,448,1,68.43281431719033,4,Regular Customers
12555.0,681,1,4.869302117979612,0,At-Risk Customers
12556.0,49,2,194.16641647374198,2,New Customers
12557.0,15,8,272.3198192408183,0,At-Risk Customers
12558.0,7,1,31.64058355726211,2,New Customers
12559.0,310,2,60.719080410450566,4,Regular Customers
12560.0,4,2,294.44029801567166,2,New Customers
12561.0,302,1,43.669933755815535,2,New Customers
12562.0,7,9,590.5593343144903,4,Regular Customers
12563.0,408,1,33.39057301793048,1,Lost Customers
12564.0,260,1,60.73687924955381,2,New Customers
12565.0,288,1,25.084422800952407,1,Lost Customers
12566.0,85,1,50.89780474670188,2,New Customers
12567.0,22,15,1586.524176798201,4,Regular Customers
12568.0,644,1,10.360742764934697,4,Regular Customers
12569.0,1,32,462.54913714113417,0,At-Risk Customers
12570.0,681,1,4.3633533694082605,4,Regular Customers
12571.0,39,2,92.66595974975259,2,New Customers
12572.0,8,2,154.70627184384776,2,New Customers
12573.0,226,5,185.9705233107711,4,Regular Customers
12574.0,315,1,29.436754131891323,4,Regular Customers
12575.0,456,2,100.06042994001685,4,Regular Customers
12576.0,35,8,381.5806435495377,4,Regular Customers
12577.0,34,8,463.0235164965529,4,Regular Customers
12578.0,20,4,517.2529125292369,4,Regular Customers
12579.0,77,1,74.32365595207922,2,New Customers
12580.0,246,2,160.19383404121544,4,Regular Customers
12581.0,39,1,36.32552952686499,2,New Customers
12582.0,238,4,284.89047626516816,4,Regular Customers
12583.0,2,27,1350.1243107476366,4,Regular Customers
12584.0,3,9,293.0742343044527,2,New Customers
12585.0,233,2,251.1921527414554,4,Regular Customers
12586.0,16,4,281.2293676158603,4,Regular Customers
12587.0,7,1,10.585618476345694,2,New Customers
12588.0,38,3,119.8511166645483,4,Regular Customers
12589.0,28,6,501.1554823160571,4,Regular Customers
12590.0,210,1,320.53868992759635,0,At-Risk Customers
12591.0,316,3,183.7477725627708,4,Regular Customers
12592.0,91,4,220.4670902079459,4,Regular Customers
12593.0,108,3,59.25082648905591,2,New Customers
12594.0,37,14,605.0918798383505,4,Regular Customers
12595.0,504,1,48.903288590875064,1,Lost Customers
12596.0,50,2,70.53784905361029,2,New Customers
12597.0,18,4,556.2833951294714,2,New Customers
12598.0,9,10,590.8604357541616,4,Regular Customers
12599.0,28,13,333.17486299724686,4,Regular Customers
12600.0,28,21,370.9780732183703,4,Regular Customers
12601.0,189,6,82.25429071222096,4,Regular Customers
12602.0,58,1,30.87299101040722,2,New Customers
12603.0,21,1,6.420320608006722,0,At-Risk Customers
12604.0,78,2,41.26360758878873,0,At-Risk Customers
12605.0,375,3,194.74717235916341,4,Regular Customers
12606.0,681,1,3.091042453358316,4,Regular Customers
12607.0,59,1,277.5794819123967,2,New Customers
12608.0,404,1,41.46356048762741,0,At-Risk Customers
12609.0,77,9,480.5291086747878,4,Regular Customers
12610.0,22,4,289.52413772328833,2,New Customers
12611.0,51,1,184.18909091253857,2,New Customers
12612.0,73,1,63.5754812407073,0,At-Risk Customers
12613.0,56,9,926.2326359143735,4,Regular Customers
12614.0,277,1,56.13382223074858,2,New Customers
12615.0,1,8,775.4566578069074,4,Regular Customers
12616.0,94,3,150.39050450772868,4,Regular Customers
12617.0,28,1,79.60317629262967,2,New Customers
12618.0,21,1,26.686137913129276,2,New Customers
12619.0,15,9,291.4887012111908,4,Regular Customers
12620.0,14,3,239.0634419243379,2,New Customers
12621.0,1,35,2238.757300306886,4,Regular Customers
12622.0,231,1,28.102320924445497,2,New Customers
12623.0,275,7,487.72892567532,4,Regular Customers
12624.0,105,2,99.00779512247537,2,New Customers
12625.0,211,4,548.4292207994173,4,Regular Customers
12626.0,22,9,828.7557215938601,4,Regular Customers
12627.0,10,6,643.9352698960695,2,New Customers
12628.0,3,3,111.6760039207341,2,New Customers
12629.0,385,2,126.05178258546921,0,At-Risk Customers
12630.0,9,2,175.29243723998292,2,New Customers
12631.0,56,6,520.5681528216329,4,Regular Customers
12632.0,520,2,95.78787844888727,4,Regular Customers
12633.0,58,7,836.4997021427918,4,Regular Customers
12634.0,547,1,55.90345089977965,4,Regular Customers
12635.0,89,4,474.27615052743676,4,Regular Customers
12637.0,66,12,1421.8614300563324,4,Regular Customers
12638.0,32,2,122.16048382237238,4,Regular Customers
12639.0,238,3,174.3692733260085,4,Regular Customers
12640.0,23,3,147.34747007887307,2,New Customers
12641.0,114,1,25.432753542281667,2,New Customers
12642.0,24,3,126.1235630818461,2,New Customers
12643.0,127,11,202.28397209223454,0,At-Risk Customers
12644.0,129,4,311.2090981606733,4,Regular Customers
12645.0,33,8,451.5195122518462,4,Regular Customers
12646.0,4,2,148.35651849570056,2,New Customers
12647.0,21,35,1515.1070067618864,4,Regular Customers
12648.0,154,4,171.09266091532498,4,Regular Customers
12649.0,106,8,315.8875124348558,4,Regular Customers
12650.0,2,1,42.287311926844396,2,New Customers
12651.0,334,4,77.4195851670967,4,Regular Customers
12652.0,330,2,143.15682414807748,0,At-Risk Customers
12653.0,148,3,303.401678598568,4,Regular Customers
12654.0,10,5,94.28111595753147,2,New Customers
12655.0,423,1,42.51775267273234,4,Regular Customers
12656.0,16,8,722.3894798978728,4,Regular Customers
12657.0,10,4,143.3357378000852,2,New Customers
12658.0,18,1,101.61381948652004,2,New Customers
12659.0,29,1,11.724630792507378,2,New Customers
12660.0,10,1,35.78755173261018,2,New Customers
12661.0,435,1,30.222096410710265,4,Regular Customers
12662.0,0,20,1035.5784696054484,4,Regular Customers
12663.0,624,2,24.473012988727106,4,Regular Customers
12664.0,7,11,159.59378422091456,0,At-Risk Customers
12665.0,324,3,40.54245843603807,4,Regular Customers
12666.0,393,1,101.93450751413216,4,Regular Customers
12667.0,57,1,84.97941329484027,2,New Customers
12668.0,11,9,1522.436411138612,4,Regular Customers
12669.0,150,2,264.3531095508163,2,New Customers
12670.0,9,7,359.34120405356947,4,Regular Customers
12671.0,605,1,167.8905849285731,4,Regular Customers
12672.0,329,2,61.691593838708954,4,Regular Customers
12673.0,4,3,192.6274960219321,4,Regular Customers
12674.0,38,4,232.37385245614965,0,At-Risk Customers
12675.0,553,2,220.8342544878029,4,Regular Customers
12676.0,24,10,299.00610444925536,4,Regular Customers
12677.0,554,2,54.73014797802266,4,Regular Customers
12678.0,41,15,1478.898053871068,4,Regular Customers
12679.0,58,4,130.8032838693005,2,New Customers
12680.0,0,4,136.23904852281302,2,New Customers
12681.0,14,44,3942.2005941526136,4,Regular Customers
12682.0,3,51,2796.3372440265402,4,Regular Customers
12683.0,3,20,1380.5091306947502,4,Regular Customers
12684.0,7,6,288.7858462260902,2,New Customers
12685.0,27,6,424.06772497498093,2,New Customers
12686.0,371,1,15.15165622941863,4,Regular Customers
12687.0,480,1,340.7618250691547,4,Regular Customers
12688.0,113,1,532.2198087959894,0,At-Risk Customers
12689.0,25,2,193.33465723263012,2,New Customers
12690.0,205,1,46.02380450693238,2,New Customers
12691.0,27,6,104.97153592017976,4,Regular Customers
12692.0,636,1,26.360045070799295,4,Regular Customers
12693.0,126,7,209.24935725719078,4,Regular Customers
12694.0,69,3,236.1803288561245,0,At-Risk Customers
12695.0,6,7,178.95062222047747,4,Regular Customers
12696.0,434,2,129.0994500882392,4,Regular Customers
12697.0,28,3,111.99682511736901,2,New Customers
12698.0,589,1,44.10784542103096,4,Regular Customers
12699.0,417,1,106.15692104311809,4,Regular Customers
12700.0,7,4,733.6462745116911,2,New Customers
12701.0,79,6,388.8484687012848,4,Regular Customers
12702.0,19,1,32.44252830489499,2,New Customers
12703.0,70,4,179.88228805704162,4,Regular Customers
12704.0,6,8,239.34439159544652,2,New Customers
12705.0,14,13,1681.077045030306,4,Regular Customers
12707.0,291,1,91.73123374461892,2,New Customers
12708.0,29,18,778.2465462508533,4,Regular Customers
12709.0,14,33,1760.2976178207118,0,At-Risk Customers
12710.0,96,3,194.71187518373736,2,New Customers
12711.0,611,2,170.79248182846857,4,Regular Customers
12712.0,28,21,723.4655654804933,4,Regular Customers
12713.0,0,1,109.49964805057262,2,New Customers
12714.0,8,12,1938.1117665001732,4,Regular Customers
12715.0,105,1,50.08664218073142,2,New Customers
12716.0,3,2,179.90723842368936,2,New Customers
12717.0,150,3,187.32294531243215,4,Regular Customers
12718.0,70,1,42.86198885102875,2,New Customers
12719.0,4,2,102.44197628636138,2,New Customers
12720.0,2,29,1245.9087210289574,4,Regular Customers
12721.0,31,8,637.0260802693323,4,Regular Customers
12722.0,84,4,148.225362170547,2,New Customers
12723.0,3,5,146.386898250515,2,New Customers
12724.0,4,7,346.4065629792456,4,Regular Customers
12725.0,370,3,293.7161703436201,4,Regular Customers
12726.0,27,11,506.99029750532316,4,Regular Customers
12727.0,10,10,587.3299039457578,4,Regular Customers
12728.0,70,5,155.9499776590565,4,Regular Customers
12729.0,113,1,70.80010171203101,2,New Customers
12730.0,521,1,127.4260539751395,4,Regular Customers
12731.0,23,17,1506.0209918018456,4,Regular Customers
12732.0,179,1,31.427724752047116,2,New Customers
12733.0,233,4,392.71082040820124,1,Lost Customers
12734.0,352,3,56.37326085215527,4,Regular Customers
12735.0,314,2,113.91955079605746,4,Regular Customers
12736.0,332,1,11.673689451455939,0,At-Risk Customers
12738.0,371,1,26.675810280511843,4,Regular Customers
12739.0,98,2,262.55889549923967,4,Regular Customers
12740.0,63,1,74.6136346746887,2,New Customers
12741.0,532,1,41.43782854230729,4,Regular Customers
12742.0,625,1,189.6324615766156,4,Regular Customers
12743.0,133,2,190.05213626376622,2,New Customers
12744.0,55,8,1134.8130614362258,4,Regular Customers
12745.0,486,3,78.08927560761892,0,At-Risk Customers
12746.0,540,1,47.015099038449605,4,Regular Customers
12747.0,1,26,810.6133959390746,4,Regular Customers
12748.0,0,323,10823.245168600602,3,VIP Customers
12749.0,3,9,1004.3660737496009,4,Regular Customers
12750.0,128,1,43.552492326542634,2,New Customers
12751.0,444,1,91.29597280754982,1,Lost Customers
12752.0,80,1,214.70166305611656,2,New Customers
12753.0,22,6,884.6652145596806,0,At-Risk Customers
12754.0,235,3,110.33663832244511,1,Lost Customers
12755.0,280,11,150.61544464410505,1,Lost Customers
12756.0,86,1,12.662278525119882,0,At-Risk Customers
12757.0,15,9,738.3797296034027,2,New Customers
12758.0,116,7,1022.7168432589585,4,Regular Customers
12759.0,51,8,807.4653948725717,4,Regular Customers
12760.0,455,1,55.45991378428208,4,Regular Customers
12761.0,464,1,81.55307498515967,4,Regular Customers
12762.0,7,2,200.40516162796482,2,New Customers
12763.0,137,2,53.10871124683733,4,Regular Customers
12764.0,316,1,154.61900175302054,4,Regular Customers
12765.0,471,6,180.2548446150256,4,Regular Customers
12766.0,3,9,1155.4602618724684,4,Regular Customers
12767.0,375,1,128.7466122512107,4,Regular Customers
12768.0,450,1,28.713895936628433,4,Regular Customers
12769.0,238,1,107.64781554384359,0,At-Risk Customers
12770.0,210,2,131.4346808469702,0,At-Risk Customers
12771.0,485,1,39.605201059019876,4,Regular Customers
12772.0,59,1,141.6323034876226,2,New Customers
12773.0,563,1,14.258459696680585,4,Regular Customers
12774.0,535,1,14.24302146446696,4,Regular Customers
12775.0,16,7,220.66509065779294,4,Regular Customers
12776.0,667,1,6.944930632582195,4,Regular Customers
12777.0,457,1,78.04725429323614,4,Regular Customers
12778.0,19,9,280.8087828429921,4,Regular Customers
12779.0,37,14,834.4650153450903,4,Regular Customers
12780.0,598,1,52.33437827586345,4,Regular Customers
12781.0,63,2,81.83952344421226,0,At-Risk Customers
12782.0,4,11,613.3515737595279,4,Regular Customers
12783.0,1,4,218.75266582036286,2,New Customers
12784.0,14,2,300.4852525445562,4,Regular Customers
12785.0,363,3,151.07810342220236,4,Regular Customers
12786.0,609,1,59.579671967435125,4,Regular Customers
12787.0,9,4,117.70812501373813,4,Regular Customers
12788.0,462,4,63.74395368438535,4,Regular Customers
12789.0,64,3,18.283712378859484,4,Regular Customers
12790.0,191,2,94.59131028680362,4,Regular Customers
12791.0,373,5,67.5728787765486,4,Regular Customers
12792.0,256,2,125.50597845301886,4,Regular Customers
12793.0,334,3,117.33354729070402,4,Regular Customers
12794.0,52,2,130.4919082018449,2,New Customers
12795.0,18,1,40.778965861812566,2,New Customers
12796.0,627,1,24.515857875309507,4,Regular Customers
12797.0,365,2,79.25847104541228,4,Regular Customers
12798.0,9,4,122.52437852372465,1,Lost Customers
12799.0,528,1,40.86368361385275,4,Regular Customers
12800.0,469,2,89.10490383674298,4,Regular Customers
12801.0,500,1,139.82999756089941,4,Regular Customers
12802.0,186,5,361.4308520524484,4,Regular Customers
12803.0,392,1,154.7075201448519,4,Regular Customers
12804.0,465,2,104.06795039856426,1,Lost Customers
12805.0,381,4,163.04734008935907,4,Regular Customers
12806.0,571,2,212.17468668670614,0,At-Risk Customers
12807.0,382,1,42.88804524315773,4,Regular Customers
12808.0,36,5,129.97520823598435,4,Regular Customers
12809.0,177,3,224.18302128370203,4,Regular Customers
12810.0,534,2,89.41810690186594,4,Regular Customers
12811.0,261,4,147.3550360942662,4,Regular Customers
12812.0,44,1,41.04060463715874,2,New Customers
12813.0,501,3,144.16717514673536,4,Regular Customers
12814.0,101,1,4.464988155388229,0,At-Risk Customers
12815.0,147,2,132.24140456521403,2,New Customers
12816.0,95,2,76.49387754887472,2,New Customers
12817.0,280,3,69.93289184712887,4,Regular Customers
12818.0,261,1,52.76564688381164,0,At-Risk Customers
12819.0,457,1,61.01665684125763,0,At-Risk Customers
12820.0,2,11,449.5447866334629,4,Regular Customers
12821.0,213,2,37.02795571372448,4,Regular Customers
12822.0,70,2,135.50165666139657,2,New Customers
12823.0,74,18,104.30909277173215,0,At-Risk Customers
12824.0,59,1,68.02233120926907,2,New Customers
12825.0,520,2,72.61123399337482,4,Regular Customers
12826.0,2,12,442.9196262790899,4,Regular Customers
12827.0,5,3,70.46804915741552,2,New Customers
12828.0,2,6,158.6270476127031,2,New Customers
12829.0,336,3,53.87384388299669,4,Regular Customers
12830.0,37,6,187.33863914351915,0,At-Risk Customers
12831.0,261,3,66.39433810640193,4,Regular Customers
12832.0,31,2,72.40723223745104,2,New Customers
12833.0,144,1,69.03249553715891,2,New Customers
12834.0,282,1,51.968947742347645,2,New Customers
12835.0,427,41,1257.3879176613436,1,Lost Customers
12836.0,58,15,1021.7819774711409,4,Regular Customers
12837.0,172,2,166.75611409905014,4,Regular Customers
12838.0,33,10,647.8913258946499,4,Regular Customers
12839.0,2,26,1553.7646644999804,4,Regular Customers
12840.0,143,7,540.6492105016252,4,Regular Customers
12841.0,4,40,1393.7925596273778,4,Regular Customers
12842.0,69,4,159.31722685932075,4,Regular Customers
12843.0,65,28,614.1934441809078,1,Lost Customers
12844.0,28,4,181.4640915636167,1,Lost Customers
12845.0,266,4,39.7610049340648,1,Lost Customers
12846.0,681,1,2.8081971497071487,4,Regular Customers
12847.0,21,2,248.86489793868628,4,Regular Customers
12848.0,675,1,39.02534802108186,1,Lost Customers
12849.0,30,6,398.1145779663438,0,At-Risk Customers
12850.0,445,1,10.223975576713087,0,At-Risk Customers
12851.0,96,2,101.83604317645123,1,Lost Customers
12852.0,294,1,49.91128214716303,2,New Customers
12853.0,134,11,467.66320331790047,4,Regular Customers
12854.0,78,7,600.0554310430039,4,Regular Customers
12855.0,372,4,124.2915703563062,4,Regular Customers
12856.0,7,6,577.4938278523583,2,New Customers
12857.0,210,6,390.280897020576,4,Regular Customers
12858.0,382,1,51.5973153536162,1,Lost Customers
12859.0,458,1,65.77520698763831,4,Regular Customers
12860.0,692,1,20.034491419817403,1,Lost Customers
12861.0,619,1,11.518258419456153,4,Regular Customers
12862.0,425,2,253.08687269920452,4,Regular Customers
12863.0,51,6,166.57914769448007,4,Regular Customers
12864.0,137,2,21.692359790221225,1,Lost Customers
12865.0,25,4,546.0481361142935,4,Regular Customers
12866.0,282,3,172.1570907782815,4,Regular Customers
12867.0,25,13,2029.5961456422472,4,Regular Customers
12868.0,185,8,364.3723179202889,4,Regular Customers
12869.0,681,1,70.90597222202149,1,Lost Customers
12870.0,374,3,255.94349053160263,4,Regular Customers
12871.0,83,3,59.92928863479652,4,Regular Customers
12872.0,326,12,770.5428913006793,1,Lost Customers
12873.0,281,3,133.1025546485706,4,Regular Customers
12874.0,384,2,134.55470781114295,4,Regular Customers
12875.0,142,5,40.212456335672016,0,At-Risk Customers
12876.0,57,4,491.11834872641475,4,Regular Customers
12877.0,3,20,584.6981479289909,4,Regular Customers
12878.0,235,2,136.3192081407144,2,New Customers
12879.0,44,3,36.42232446019451,0,At-Risk Customers
12880.0,381,2,104.29216831359652,4,Regular Customers
12881.0,275,1,22.622003638604724,0,At-Risk Customers
12882.0,8,2,60.10165208972466,0,At-Risk Customers
12883.0,24,4,119.77171278189505,2,New Customers
12884.0,87,1,24.146539405347113,0,At-Risk Customers
12885.0,62,3,199.59438341749535,2,New Customers
12886.0,67,2,231.92063314891746,2,New Customers
12887.0,383,1,37.293036058487814,4,Regular Customers
12888.0,213,2,20.8713937207194,2,New Customers
12889.0,380,4,68.15410723784245,4,Regular Customers
12890.0,23,2,203.3891348684668,4,Regular Customers
12891.0,185,11,44.39901286387269,4,Regular Customers
